"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"149","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAO.java","5","230","Found 'DU'-anomaly for variable 'inMapAssign' (lines '230'-'291').","Controversial Rules","DataflowAnomalyAnalysis"
"150","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAO.java","5","230","Found 'DU'-anomaly for variable 'inMapAssign' (lines '230'-'291').","Controversial Rules","DataflowAnomalyAnalysis"
"151","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAO.java","5","242","Found 'DU'-anomaly for variable 'inMapComplete' (lines '242'-'291').","Controversial Rules","DataflowAnomalyAnalysis"
"152","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAO.java","5","242","Found 'DU'-anomaly for variable 'inMapComplete' (lines '242'-'291').","Controversial Rules","DataflowAnomalyAnalysis"
"153","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAO.java","5","242","Found 'DU'-anomaly for variable 'inMapComplete' (lines '242'-'291').","Controversial Rules","DataflowAnomalyAnalysis"
"154","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAO.java","5","242","Found 'DU'-anomaly for variable 'inMapComplete' (lines '242'-'291').","Controversial Rules","DataflowAnomalyAnalysis"
"155","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAO.java","5","242","Found 'DU'-anomaly for variable 'inMapComplete' (lines '242'-'291').","Controversial Rules","DataflowAnomalyAnalysis"
"156","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAO.java","5","255","Found 'DU'-anomaly for variable 'con' (lines '255'-'291').","Controversial Rules","DataflowAnomalyAnalysis"
"157","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAO.java","5","255","Found 'DU'-anomaly for variable 'con' (lines '255'-'291').","Controversial Rules","DataflowAnomalyAnalysis"
"158","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAO.java","5","255","Found 'DU'-anomaly for variable 'con' (lines '255'-'291').","Controversial Rules","DataflowAnomalyAnalysis"
"159","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAO.java","5","255","Found 'DU'-anomaly for variable 'con' (lines '255'-'291').","Controversial Rules","DataflowAnomalyAnalysis"
"160","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAO.java","5","275","Found 'DU'-anomaly for variable 'isInserted' (lines '275'-'291').","Controversial Rules","DataflowAnomalyAnalysis"
"161","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAO.java","5","275","Found 'DU'-anomaly for variable 'isInserted' (lines '275'-'291').","Controversial Rules","DataflowAnomalyAnalysis"
"162","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAO.java","5","275","Found 'DU'-anomaly for variable 'isInserted' (lines '275'-'291').","Controversial Rules","DataflowAnomalyAnalysis"
"163","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAO.java","5","275","Found 'DU'-anomaly for variable 'isInserted' (lines '275'-'291').","Controversial Rules","DataflowAnomalyAnalysis"
"164","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAO.java","5","275","Found 'DU'-anomaly for variable 'isInserted' (lines '275'-'291').","Controversial Rules","DataflowAnomalyAnalysis"
"165","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","3","14","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"166","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","3","15","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"167","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","3","15","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"168","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","3","16","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"169","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","3","16","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"170","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","3","21","Local variable 'newReq' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"171","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","3","22","Local variable 'test' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"172","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","3","23","Avoid variables with short names like id","Naming Rules","ShortVariable"
"173","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","5","23","Found 'DD'-anomaly for variable 'id' (lines '23'-'40').","Controversial Rules","DataflowAnomalyAnalysis"
"174","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","2","41","System.out.print is used","Java Logging Rules","SystemPrintln"
"175","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","3","42","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"176","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","3","45","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"177","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","3","52","Local variable 'test' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"178","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","3","53","Local variable 'req1' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"179","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","3","54","Local variable 'req2' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"180","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","5","55","Found 'DD'-anomaly for variable 'dataList' (lines '55'-'67').","Controversial Rules","DataflowAnomalyAnalysis"
"181","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","3","71","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"182","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","3","75","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"183","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","5","86","Found 'DD'-anomaly for variable 'dataList' (lines '86'-'98').","Controversial Rules","DataflowAnomalyAnalysis"
"184","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","3","102","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"185","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","3","106","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"186","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","5","114","Found 'DD'-anomaly for variable 'allList' (lines '114'-'129').","Controversial Rules","DataflowAnomalyAnalysis"
"187","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","5","125","Found 'DD'-anomaly for variable 'getReq' (lines '125'-'132').","Controversial Rules","DataflowAnomalyAnalysis"
"188","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","5","125","Found 'DU'-anomaly for variable 'getReq' (lines '125'-'143').","Controversial Rules","DataflowAnomalyAnalysis"
"189","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","5","126","Found 'DD'-anomaly for variable 'request' (lines '126'-'134').","Controversial Rules","DataflowAnomalyAnalysis"
"190","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","5","134","Found 'DD'-anomaly for variable 'request' (lines '134'-'134').","Controversial Rules","DataflowAnomalyAnalysis"
"191","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","3","137","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"192","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","3","141","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"193","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","5","148","Found 'DD'-anomaly for variable 'allList' (lines '148'-'163').","Controversial Rules","DataflowAnomalyAnalysis"
"194","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","5","159","Found 'DD'-anomaly for variable 'actreq' (lines '159'-'166').","Controversial Rules","DataflowAnomalyAnalysis"
"195","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","5","159","Found 'DU'-anomaly for variable 'actreq' (lines '159'-'177').","Controversial Rules","DataflowAnomalyAnalysis"
"196","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","5","160","Found 'DD'-anomaly for variable 'request' (lines '160'-'168').","Controversial Rules","DataflowAnomalyAnalysis"
"197","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","5","168","Found 'DD'-anomaly for variable 'request' (lines '168'-'168').","Controversial Rules","DataflowAnomalyAnalysis"
"198","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","3","171","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"199","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","3","175","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"200","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","5","182","Found 'DD'-anomaly for variable 'isUpdated' (lines '182'-'203').","Controversial Rules","DataflowAnomalyAnalysis"
"201","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","3","185","Avoid unused local variables such as 'id'.","Unused Code Rules","UnusedLocalVariable"
"202","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","3","185","Avoid variables with short names like id","Naming Rules","ShortVariable"
"203","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","5","185","Found 'DU'-anomaly for variable 'id' (lines '185'-'210').","Controversial Rules","DataflowAnomalyAnalysis"
"204","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","5","215","Found 'DD'-anomaly for variable 'isUpdated' (lines '215'-'236').","Controversial Rules","DataflowAnomalyAnalysis"
"205","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","3","218","Avoid unused local variables such as 'id'.","Unused Code Rules","UnusedLocalVariable"
"206","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","3","218","Avoid variables with short names like id","Naming Rules","ShortVariable"
"207","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","5","218","Found 'DU'-anomaly for variable 'id' (lines '218'-'243').","Controversial Rules","DataflowAnomalyAnalysis"
"208","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","5","249","Found 'DD'-anomaly for variable 'req' (lines '249'-'268').","Controversial Rules","DataflowAnomalyAnalysis"
"209","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","5","280","Found 'DD'-anomaly for variable 'req' (lines '280'-'298').","Controversial Rules","DataflowAnomalyAnalysis"
"210","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestDAOTest.java","5","310","Found 'DD'-anomaly for variable 'req' (lines '310'-'328').","Controversial Rules","DataflowAnomalyAnalysis"
"211","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestTypeDAO.java","3","15","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"212","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestTypeDAO.java","3","21","Ensure that resources like this Connection object are closed after use","Design Rules","CloseResource"
"213","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestTypeDAO.java","5","21","Found 'DD'-anomaly for variable 'con' (lines '21'-'27').","Controversial Rules","DataflowAnomalyAnalysis"
"214","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestTypeDAO.java","5","22","Found 'DD'-anomaly for variable 'reqTypeList' (lines '22'-'29').","Controversial Rules","DataflowAnomalyAnalysis"
"215","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestTypeDAO.java","5","29","Found 'DU'-anomaly for variable 'reqTypeList' (lines '29'-'43').","Controversial Rules","DataflowAnomalyAnalysis"
"216","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestTypeDAO.java","3","34","Caught exception is rethrown, original stack trace may be lost","Design Rules","PreserveStackTrace"
"217","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestTypeDAO.java","3","38","Caught exception is rethrown, original stack trace may be lost","Design Rules","PreserveStackTrace"
"218","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestTypeDAOTest.java","3","13","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"219","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestTypeDAOTest.java","5","17","Found 'DD'-anomaly for variable 'typeList' (lines '17'-'38').","Controversial Rules","DataflowAnomalyAnalysis"
"220","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestTypeDAOTest.java","3","18","Local variable 'correctList' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"221","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestTypeDAOTest.java","3","19","Local variable 'type1' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"222","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestTypeDAOTest.java","3","20","Local variable 'type2' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"223","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestTypeDAOTest.java","3","21","Local variable 'type3' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"224","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestTypeDAOTest.java","3","36","Local variable 'test' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"225","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestTypeDAOTest.java","3","44","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"226","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestTypeDAOTest.java","3","49","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"227","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestTypeDAOTest.java","5","55","Found 'DD'-anomaly for variable 'typeList' (lines '55'-'76').","Controversial Rules","DataflowAnomalyAnalysis"
"228","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestTypeDAOTest.java","3","82","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"229","com.nttdata.infra.dao","src/com/nttdata/infra/dao/RequestTypeDAOTest.java","3","87","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"230","com.nttdata.infra.dao","src/com/nttdata/infra/dao/SQLMapper.java","3","17","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"231","com.nttdata.infra.dao","src/com/nttdata/infra/dao/SQLMapper.java","3","20","Avoid excessively long variable names like REQUEST_BY_CREATOR","Naming Rules","LongVariable"
"232","com.nttdata.infra.dao","src/com/nttdata/infra/dao/SQLMapper.java","3","26","Avoid excessively long variable names like GET_REQUEST_DETIALS","Naming Rules","LongVariable"
"233","com.nttdata.infra.dao","src/com/nttdata/infra/dao/SQLMapper.java","3","30","Avoid excessively long variable names like GET_STATUS_DETAILS","Naming Rules","LongVariable"
"234","com.nttdata.infra.dao","src/com/nttdata/infra/dao/SQLMapper.java","3","38","Avoid excessively long variable names like UPDATE_ON_COMPLETE","Naming Rules","LongVariable"
"235","com.nttdata.infra.dao","src/com/nttdata/infra/dao/SQLMapper.java","3","46","Parameter 'resSet' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"236","com.nttdata.infra.dao","src/com/nttdata/infra/dao/SQLMapper.java","3","47","Local variable 'userDetails' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"237","com.nttdata.infra.dao","src/com/nttdata/infra/dao/SQLMapper.java","3","56","Avoid excessively long variable names like SR_DETAILS_RES_MAPPER","Naming Rules","LongVariable"
"238","com.nttdata.infra.dao","src/com/nttdata/infra/dao/SQLMapper.java","3","58","Parameter 'resSet' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"239","com.nttdata.infra.dao","src/com/nttdata/infra/dao/SQLMapper.java","3","59","Local variable 'srDetails' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"240","com.nttdata.infra.dao","src/com/nttdata/infra/dao/SQLMapper.java","3","82","Parameter 'resSet' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"241","com.nttdata.infra.dao","src/com/nttdata/infra/dao/SQLMapper.java","3","83","Local variable 'stDetails' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"242","com.nttdata.infra.dao","src/com/nttdata/infra/dao/SQLMapper.java","3","84","Local variable 'role' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"243","com.nttdata.infra.dao","src/com/nttdata/infra/dao/SQLMapper.java","3","95","Parameter 'resSet' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"244","com.nttdata.infra.dao","src/com/nttdata/infra/dao/SQLMapper.java","3","96","Local variable 'stDetails' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"245","com.nttdata.infra.dao","src/com/nttdata/infra/dao/SQLMapper.java","3","104","Parameter 'resSet' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"246","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAO.java","3","21","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"247","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAO.java","3","29","Ensure that resources like this Connection object are closed after use","Design Rules","CloseResource"
"248","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAO.java","5","29","Found 'DD'-anomaly for variable 'con' (lines '29'-'43').","Controversial Rules","DataflowAnomalyAnalysis"
"249","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAO.java","5","29","Found 'DD'-anomaly for variable 'con' (lines '29'-'43').","Controversial Rules","DataflowAnomalyAnalysis"
"250","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAO.java","3","32","Local variable 'inMap' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"251","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAO.java","5","45","Found 'DU'-anomaly for variable 'statusList' (lines '45'-'59').","Controversial Rules","DataflowAnomalyAnalysis"
"252","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAO.java","5","45","Found 'DU'-anomaly for variable 'statusList' (lines '45'-'59').","Controversial Rules","DataflowAnomalyAnalysis"
"253","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAO.java","3","51","Caught exception is rethrown, original stack trace may be lost","Design Rules","PreserveStackTrace"
"254","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAO.java","3","55","Caught exception is rethrown, original stack trace may be lost","Design Rules","PreserveStackTrace"
"255","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","3","14","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"256","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","5","18","Found 'DD'-anomaly for variable 'statusList' (lines '18'-'32').","Controversial Rules","DataflowAnomalyAnalysis"
"257","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","3","19","Local variable 'sts' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"258","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","3","20","Local variable 'role2' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"259","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","3","21","Local variable 'stat1' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"260","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","5","22","Found 'DD'-anomaly for variable 'getSts' (lines '22'-'35').","Controversial Rules","DataflowAnomalyAnalysis"
"261","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","5","22","Found 'DU'-anomaly for variable 'getSts' (lines '22'-'49').","Controversial Rules","DataflowAnomalyAnalysis"
"262","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","5","23","Found 'DD'-anomaly for variable 'stat' (lines '23'-'37').","Controversial Rules","DataflowAnomalyAnalysis"
"263","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","3","33","Local variable 'itr' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"264","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","5","37","Found 'DD'-anomaly for variable 'stat' (lines '37'-'37').","Controversial Rules","DataflowAnomalyAnalysis"
"265","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","3","42","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"266","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","3","46","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"267","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","3","53","Local variable 'role1' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"268","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","5","54","Found 'DD'-anomaly for variable 'myStat' (lines '54'-'68').","Controversial Rules","DataflowAnomalyAnalysis"
"269","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","5","54","Found 'DU'-anomaly for variable 'myStat' (lines '54'-'79').","Controversial Rules","DataflowAnomalyAnalysis"
"270","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","5","57","Found 'DD'-anomaly for variable 'stats' (lines '57'-'70').","Controversial Rules","DataflowAnomalyAnalysis"
"271","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","5","58","Found 'DD'-anomaly for variable 'getList' (lines '58'-'65').","Controversial Rules","DataflowAnomalyAnalysis"
"272","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","5","70","Found 'DD'-anomaly for variable 'stats' (lines '70'-'70').","Controversial Rules","DataflowAnomalyAnalysis"
"273","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","3","73","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"274","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","3","76","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"275","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","5","88","Found 'DD'-anomaly for variable 'stats' (lines '88'-'100').","Controversial Rules","DataflowAnomalyAnalysis"
"276","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","5","89","Found 'DD'-anomaly for variable 'myStat' (lines '89'-'98').","Controversial Rules","DataflowAnomalyAnalysis"
"277","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","5","89","Found 'DU'-anomaly for variable 'myStat' (lines '89'-'110').","Controversial Rules","DataflowAnomalyAnalysis"
"278","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","5","90","Found 'DD'-anomaly for variable 'getList' (lines '90'-'95').","Controversial Rules","DataflowAnomalyAnalysis"
"279","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","5","100","Found 'DD'-anomaly for variable 'stats' (lines '100'-'100').","Controversial Rules","DataflowAnomalyAnalysis"
"280","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","3","103","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"281","com.nttdata.infra.dao","src/com/nttdata/infra/dao/StatusDAOTest.java","3","107","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"282","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAO.java","3","23","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"283","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAO.java","3","31","Ensure that resources like this Connection object are closed after use","Design Rules","CloseResource"
"284","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAO.java","5","31","Found 'DD'-anomaly for variable 'con' (lines '31'-'46').","Controversial Rules","DataflowAnomalyAnalysis"
"285","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAO.java","5","31","Found 'DD'-anomaly for variable 'con' (lines '31'-'46').","Controversial Rules","DataflowAnomalyAnalysis"
"286","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAO.java","5","32","Found 'DD'-anomaly for variable 'userList' (lines '32'-'48').","Controversial Rules","DataflowAnomalyAnalysis"
"287","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAO.java","5","32","Found 'DD'-anomaly for variable 'userList' (lines '32'-'48').","Controversial Rules","DataflowAnomalyAnalysis"
"288","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAO.java","5","33","Found 'DD'-anomaly for variable 'user1' (lines '33'-'52').","Controversial Rules","DataflowAnomalyAnalysis"
"289","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAO.java","5","33","Found 'DD'-anomaly for variable 'user1' (lines '33'-'52').","Controversial Rules","DataflowAnomalyAnalysis"
"290","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAO.java","5","33","Found 'DU'-anomaly for variable 'user1' (lines '33'-'66').","Controversial Rules","DataflowAnomalyAnalysis"
"291","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAO.java","5","33","Found 'DU'-anomaly for variable 'user1' (lines '33'-'66').","Controversial Rules","DataflowAnomalyAnalysis"
"292","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAO.java","5","34","Found 'DD'-anomaly for variable 'conHolder' (lines '34'-'45').","Controversial Rules","DataflowAnomalyAnalysis"
"293","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAO.java","5","34","Found 'DD'-anomaly for variable 'conHolder' (lines '34'-'45').","Controversial Rules","DataflowAnomalyAnalysis"
"294","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAO.java","3","35","Local variable 'inMap' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"295","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAO.java","5","46","Found 'DD'-anomaly for variable 'con' (lines '46'-'47').","Controversial Rules","DataflowAnomalyAnalysis"
"296","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAO.java","5","46","Found 'DD'-anomaly for variable 'con' (lines '46'-'47').","Controversial Rules","DataflowAnomalyAnalysis"
"297","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAO.java","3","50","Local variable 'itr' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"298","com.nttdata.infra.dao","src/com/nttdata/infra/dao/UserDAO.java","5","52","Found 'DD'-anomaly for variable 'user1' (lines '52'-'52').","Controversial Rules","DataflowAnomalyAnalysis"
